Refactored?,Md guidelines ready?,Work Unit ID,file_path,line_number,line_content,spring component,change_status,class_changes,old groupId,old artifactId
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/upgrade/tasks/RecalculateMigratedRatingsTask.java,12,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/upgrade/tasks/RewriteCommunityDisplayNamesTask.java,15,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/user/profile/dao/ProfileImageDAOImpl.java,18,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/user/profile/dao/UserProfileDAOImpl.java,19,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/user/profile/dao/UserProfileDataHelper.java,15,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/user/profile/security/dao/ProfileSecurityDAOImpl.java,12,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/user/relationships/dao/UserRelationshipDAOImpl.java,31,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/webhooks/dao/impl/WebhookDAOImpl.java,46,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/webhooks/dao/impl/WebhookQueueDAOImpl.java,20,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/widget/WidgetDAOImpl.java,18,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/conversion/dao/impl/ConversionDAOImpl.java,25,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/conversion/dao/impl/OfficeCoAuthorDAOImpl.java,17,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,core/src/test/java/com/jivesoftware/community/impl/dao/DbDocumentDAOTest.java,55,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/analytics/dao/impl/AnalyticsDAOImplTest.java,62,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/app/dao/impl/AppActionDAOImplTest.java,26,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/app/dao/impl/AppInstanceDAOImplTest.java,47,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/content/polls/dao/impl/PollDAOImplTest.java,63,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/entitlements/dao/impl/EntitlementsExtDAOImplTest.java,43,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/extension/dao/impl/ExtensionDAOImplTest.java,49,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/formattedtext/dao/impl/DbFormattedTextDAOTest.java,45,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/impl/dao/BanDAOImplTest.java,47,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/impl/dao/DbCommentDAOTest.java,77,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/impl/dao/DbCommunityDAOTest.java,74,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/impl/dao/PermissionsDAOImplTest.java,31,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/impl/dao/UpgradeUserDAOImplTest.java,42,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/oauth/dao/impl/JiveOAuthTokenDAOImplTest.java,38,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/oauth2/dao/JiveOAuth2ClientDAOImplTest.java,28,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/oauth2/dao/JiveOAuth2CodeDAOImplTest.java,30,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/sitemap/dao/SitemapDAOImplTest.java,39,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/tagset/impl/dao/DbTagSetDAOTest.java,38,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/user/relationships/dao/UserRelationshipDAOImplTest.java,52,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/conversion/dao/impl/ConversionDAOImplTest.java,42,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/dao/SocialGroupByPropertyDAOImpl.java,19,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/im/dao/IMUserExternalIDDAOImpl.java,17,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/gamification/src/main/java/com/jivesoftware/ps/nitro/activity/NitroActivityDAOImpl.java,13,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/records-retention/core/src/main/java/com/jivesoftware/retention/dao/impl/JiveBookmarkDao.java,12,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,plugins/twitter/src/main/java/com/jivesoftware/community/microblogging/twitter/impl/TwitterSyncUsersDAO.java,11,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,?,M2.REFACTOR.2,test/functional-content/src/test/java/com/jivesoftware/community/featured/FeaturedContentDAOTest.java,14,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,test/functional/src/test/java/com/jivesoftware/base/database/dao/JiveJdbcOperationsTemplateTest.java,19,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,test/functional/src/test/java/com/jivesoftware/community/impl/dao/ActivityDAOTest.java,13,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,?,M2.REFACTOR.2,test/functional/src/test/java/com/jivesoftware/community/impl/dao/UpgradeUserDAOTest.java,21,org.springframework.jdbc.core.simple.ParameterizedRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/base/database/dao/JiveJdbcDaoSupport.java,15,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/impl/dao/ApprovalDAOImpl.java,24,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/impl/dao/DbCommunityDAO.java,41,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/impl/dao/DbDocumentDAO.java,88,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/community/impl/dao/UserDAOImpl.java,30,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,?,M2.REFACTOR.2,core/src/test/java/com/jivesoftware/community/impl/dao/DbDocumentDAOTest.java,56,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/core/src/test/java/com/jivesoftware/community/impl/dao/UserDAOImplTest.java,55,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,?,M2.REFACTOR.2,hut/plugins/extendedApis/src/test/java/com/jivesoftware/extendedApis/crm/dao/CRMAdapterCapabilitiesDAOImplTest.java,24,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/crm/dao/CRMAdapterCapabilitiesDAOImpl.java,9,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/crm/dao/CRMConfigurationDAOImpl.java,17,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/crm/dao/CRMEscalationSettingsDAOImpl.java,15,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/crm/dao/CRMSyncedUsersDAOImpl.java,10,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/crm/dao/EscalatedDiscussionsDAOImpl.java,15,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/crm/dao/EscalationQueueDAOImpl.java,12,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,plugins/extendedApis/src/main/java/com/jivesoftware/extendedApis/im/dao/IMUserExternalIDDAOImpl.java,18,org.springframework.jdbc.core.simple.ParameterizedSingleColumnRowMapper,spring-jdbc,REMOVED,"CLASS_REMOVED,CLASS_GENERIC_TEMPLATE_CHANGED",org.springframework,spring-jdbc
FAILED,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/base/database/dao/JiveJdbcOperationsTemplate.java,31,org.springframework.jdbc.support.lob.OracleLobHandler,spring-jdbc,REMOVED,CLASS_REMOVED,org.springframework,spring-jdbc
Y,N,M2.REFACTOR.2,core/src/main/java/com/jivesoftware/base/database/ConnectionManager.java,24,org.springframework.jdbc.support.lob.OracleLobHandler,spring-jdbc,REMOVED,CLASS_REMOVED,org.springframework,spring-jdbc